model,model_key,dataset,item_id,pressure_type,condition,alpha_star,binding_constraint_primary,binding_constraints_json,top1_binding,p_top_clean_binding,entropy_binding,max_prob_binding,kl_binding
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00578,wrong_pressure,cctp_kl_projection_tau_005,0.69,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00578,wrong_pressure,cctp_kl_projection_tau_010,0.65,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00578,correct_pressure,cctp_logit_linear_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00578,correct_pressure,cctp_tube_main,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00578,correct_pressure,cctp_tube_strict,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00578,correct_pressure,cctp_tube_loose,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00578,correct_pressure,cctp_prob_linear_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00578,correct_pressure,cctp_geometric_prob_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00578,correct_pressure,cctp_kl_projection_tau_005,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00578,correct_pressure,cctp_kl_projection_tau_010,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,wrong_pressure,cctp_logit_linear_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,wrong_pressure,cctp_tube_main,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,wrong_pressure,cctp_tube_strict,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,wrong_pressure,cctp_tube_loose,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,wrong_pressure,cctp_prob_linear_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,wrong_pressure,cctp_geometric_prob_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,wrong_pressure,cctp_kl_projection_tau_005,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,wrong_pressure,cctp_kl_projection_tau_010,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,correct_pressure,cctp_logit_linear_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,correct_pressure,cctp_tube_main,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,correct_pressure,cctp_tube_strict,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,correct_pressure,cctp_tube_loose,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,correct_pressure,cctp_prob_linear_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,correct_pressure,cctp_geometric_prob_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,correct_pressure,cctp_kl_projection_tau_005,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00122,correct_pressure,cctp_kl_projection_tau_010,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,wrong_pressure,cctp_logit_linear_min_alpha,0.81,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,wrong_pressure,cctp_tube_main,0.81,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,wrong_pressure,cctp_tube_strict,0.88,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,wrong_pressure,cctp_tube_loose,0.64,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,wrong_pressure,cctp_prob_linear_min_alpha,0.96,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,wrong_pressure,cctp_geometric_prob_min_alpha,0.81,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,wrong_pressure,cctp_kl_projection_tau_005,0.6,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,wrong_pressure,cctp_kl_projection_tau_010,0.53,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,correct_pressure,cctp_logit_linear_min_alpha,0.75,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,correct_pressure,cctp_tube_main,0.75,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,correct_pressure,cctp_tube_strict,0.83,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,correct_pressure,cctp_tube_loose,0.63,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,correct_pressure,cctp_prob_linear_min_alpha,0.47,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,correct_pressure,cctp_geometric_prob_min_alpha,0.75,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,correct_pressure,cctp_kl_projection_tau_005,0.83,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00160,correct_pressure,cctp_kl_projection_tau_010,0.75,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,wrong_pressure,cctp_logit_linear_min_alpha,0.57,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,wrong_pressure,cctp_tube_main,0.57,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,wrong_pressure,cctp_tube_strict,0.59,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,wrong_pressure,cctp_tube_loose,0.55,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,wrong_pressure,cctp_prob_linear_min_alpha,0.97,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,wrong_pressure,cctp_geometric_prob_min_alpha,0.57,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,wrong_pressure,cctp_kl_projection_tau_005,0.55,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,wrong_pressure,cctp_kl_projection_tau_010,0.51,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,correct_pressure,cctp_logit_linear_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,correct_pressure,cctp_tube_main,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,correct_pressure,cctp_tube_strict,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,correct_pressure,cctp_tube_loose,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,correct_pressure,cctp_prob_linear_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,correct_pressure,cctp_geometric_prob_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,correct_pressure,cctp_kl_projection_tau_005,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00366,correct_pressure,cctp_kl_projection_tau_010,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,wrong_pressure,cctp_logit_linear_min_alpha,0.9,p_top_clean,"[""p_top_clean"", ""entropy""]",False,True,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,wrong_pressure,cctp_tube_main,0.9,p_top_clean,"[""p_top_clean"", ""entropy""]",False,True,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,wrong_pressure,cctp_tube_strict,0.93,p_top_clean,"[""p_top_clean"", ""entropy""]",False,True,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,wrong_pressure,cctp_tube_loose,0.87,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,wrong_pressure,cctp_prob_linear_min_alpha,0.95,p_top_clean,"[""p_top_clean"", ""entropy""]",False,True,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,wrong_pressure,cctp_geometric_prob_min_alpha,0.9,p_top_clean,"[""p_top_clean"", ""entropy""]",False,True,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,wrong_pressure,cctp_kl_projection_tau_005,0.86,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,wrong_pressure,cctp_kl_projection_tau_010,0.82,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,correct_pressure,cctp_logit_linear_min_alpha,0.64,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,correct_pressure,cctp_tube_main,0.64,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,correct_pressure,cctp_tube_strict,0.75,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,correct_pressure,cctp_tube_loose,0.54,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,correct_pressure,cctp_prob_linear_min_alpha,0.85,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,correct_pressure,cctp_geometric_prob_min_alpha,0.64,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,correct_pressure,cctp_kl_projection_tau_005,0.5,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00342,correct_pressure,cctp_kl_projection_tau_010,0.34,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,wrong_pressure,cctp_logit_linear_min_alpha,0.92,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,wrong_pressure,cctp_tube_main,0.92,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,wrong_pressure,cctp_tube_strict,0.95,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,wrong_pressure,cctp_tube_loose,0.88,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,wrong_pressure,cctp_prob_linear_min_alpha,0.95,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,wrong_pressure,cctp_geometric_prob_min_alpha,0.92,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,wrong_pressure,cctp_kl_projection_tau_005,0.87,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,wrong_pressure,cctp_kl_projection_tau_010,0.83,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,correct_pressure,cctp_logit_linear_min_alpha,0.43,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,correct_pressure,cctp_tube_main,0.43,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,correct_pressure,cctp_tube_strict,0.63,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,correct_pressure,cctp_tube_loose,0.09,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,correct_pressure,cctp_prob_linear_min_alpha,0.14,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,correct_pressure,cctp_geometric_prob_min_alpha,0.43,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,correct_pressure,cctp_kl_projection_tau_005,0.63,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00771,correct_pressure,cctp_kl_projection_tau_010,0.43,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,wrong_pressure,cctp_logit_linear_min_alpha,0.96,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,wrong_pressure,cctp_tube_main,0.96,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,wrong_pressure,cctp_tube_strict,0.98,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,wrong_pressure,cctp_tube_loose,0.92,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,wrong_pressure,cctp_prob_linear_min_alpha,0.95,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,wrong_pressure,cctp_geometric_prob_min_alpha,0.96,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,wrong_pressure,cctp_kl_projection_tau_005,0.9,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,wrong_pressure,cctp_kl_projection_tau_010,0.87,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,correct_pressure,cctp_logit_linear_min_alpha,0.6,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,correct_pressure,cctp_tube_main,0.6,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,correct_pressure,cctp_tube_strict,0.74,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,correct_pressure,cctp_tube_loose,0.38,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,correct_pressure,cctp_prob_linear_min_alpha,0.23,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,correct_pressure,cctp_geometric_prob_min_alpha,0.6,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,correct_pressure,cctp_kl_projection_tau_005,0.74,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00133,correct_pressure,cctp_kl_projection_tau_010,0.6,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,wrong_pressure,cctp_logit_linear_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,wrong_pressure,cctp_tube_main,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,wrong_pressure,cctp_tube_strict,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,wrong_pressure,cctp_tube_loose,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,wrong_pressure,cctp_prob_linear_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,wrong_pressure,cctp_geometric_prob_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,wrong_pressure,cctp_kl_projection_tau_005,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,wrong_pressure,cctp_kl_projection_tau_010,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,correct_pressure,cctp_logit_linear_min_alpha,0.92,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,correct_pressure,cctp_tube_main,0.92,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,correct_pressure,cctp_tube_strict,0.94,p_top_clean,"[""p_top_clean"", ""entropy""]",False,True,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,correct_pressure,cctp_tube_loose,0.9,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,correct_pressure,cctp_prob_linear_min_alpha,0.96,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,correct_pressure,cctp_geometric_prob_min_alpha,0.92,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,correct_pressure,cctp_kl_projection_tau_005,0.88,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00727,correct_pressure,cctp_kl_projection_tau_010,0.85,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,wrong_pressure,cctp_logit_linear_min_alpha,0.32,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,wrong_pressure,cctp_tube_main,0.32,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,wrong_pressure,cctp_tube_strict,0.35,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,wrong_pressure,cctp_tube_loose,0.3,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,wrong_pressure,cctp_prob_linear_min_alpha,0.97,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,wrong_pressure,cctp_geometric_prob_min_alpha,0.32,entropy,"[""entropy""]",False,False,True,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,wrong_pressure,cctp_kl_projection_tau_005,0.3,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,wrong_pressure,cctp_kl_projection_tau_010,0.26,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,correct_pressure,cctp_logit_linear_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,correct_pressure,cctp_tube_main,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,correct_pressure,cctp_tube_strict,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,correct_pressure,cctp_tube_loose,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,correct_pressure,cctp_prob_linear_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,correct_pressure,cctp_geometric_prob_min_alpha,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,correct_pressure,cctp_kl_projection_tau_005,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00515,correct_pressure,cctp_kl_projection_tau_010,0.0,none,[],False,False,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00267,wrong_pressure,cctp_logit_linear_min_alpha,0.99,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00267,wrong_pressure,cctp_tube_main,0.99,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00267,wrong_pressure,cctp_tube_strict,0.99,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00267,wrong_pressure,cctp_tube_loose,0.97,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00267,wrong_pressure,cctp_prob_linear_min_alpha,0.92,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00267,wrong_pressure,cctp_geometric_prob_min_alpha,0.99,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00267,wrong_pressure,cctp_kl_projection_tau_005,0.95,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00267,wrong_pressure,cctp_kl_projection_tau_010,0.93,KL,"[""KL""]",False,False,False,False,True
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00267,correct_pressure,cctp_logit_linear_min_alpha,0.99,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00267,correct_pressure,cctp_tube_main,0.99,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00267,correct_pressure,cctp_tube_strict,1.0,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00267,correct_pressure,cctp_tube_loose,0.97,top1_clean_match,"[""top1_clean_match"", ""p_top_clean""]",True,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00267,correct_pressure,cctp_prob_linear_min_alpha,0.92,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00267,correct_pressure,cctp_geometric_prob_min_alpha,0.99,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Qwen2.5-1.5B,qwen25_15b,truthfulqa_mc,truthfulqa_mc_00267,correct_pressure,cctp_kl_projection_tau_005,0.96,KL,"[""KL""]",False,False,False,False,True
