dataset,question_id,original_index,source_row_index,source_question_id,source_split,correct_label,correct_text,n_options
mmlu_pro,mmlu_pro_1843,286,,1843,test,G,Battery and trespass to land.,9
mmlu_pro,mmlu_pro_10398,287,,10398,test,C,Message Integrity,10
mmlu_pro,mmlu_pro_7354,288,,7354,test,B,a tax credit on capital investment.,10
mmlu_pro,mmlu_pro_173,289,,173,test,G,$172.08,10
mmlu_pro,mmlu_pro_7767,290,,7767,test,F,1.0,10
mmlu_pro,mmlu_pro_290,291,,290,test,D,"$2,006 and $1,986",10
mmlu_pro,mmlu_pro_1895,292,,1895,test,C,"Yes, the police must obtain an arrest warrant to enter someone's home for an arrest.",10
mmlu_pro,mmlu_pro_6310,293,,6310,test,F,pinching the nares together for 5 minutes,10
mmlu_pro,mmlu_pro_5450,294,,5450,test,I,watermelon,10
mmlu_pro,mmlu_pro_2546,295,,2546,test,I,Experiments showing auditory recoding in recall process and the detrimental effects of interruptions in rhythmic sequence on recall.,10
mmlu_pro,mmlu_pro_1608,296,,1608,test,C,"The home owner asks the contractor if they would be willing to build the house for $95,000.",10
mmlu_pro,mmlu_pro_5410,297,,5410,test,E,$25.00,10
mmlu_pro,mmlu_pro_11353,298,,11353,test,A,"20 kHz, 40 kHz",10
mmlu_pro,mmlu_pro_7268,299,,7268,test,H,Income falls by 9.9% with income tax and 12.4% with sales tax,10
mmlu_pro,mmlu_pro_8221,300,,8221,test,A,$-\frac{1}{2}$,10
mmlu_pro,mmlu_pro_5221,301,,5221,test,J,urethra,10
mmlu_pro,mmlu_pro_12221,302,,12221,test,H,4 percent of the power is reflected; source supplies all the 50W power to the load with 50 ohm,10
mmlu_pro,mmlu_pro_7895,303,,7895,test,A,2,10
mmlu_pro,mmlu_pro_8122,304,,8122,test,G,the skewed salary distribution tells us that assumption of normality of the sampled population will not be satisfied,10
mmlu_pro,mmlu_pro_8762,305,,8762,test,B,198.7 $\mathrm{m}$,10
mmlu_pro,mmlu_pro_11071,306,,11071,test,F,to eat food.,10
mmlu_pro,mmlu_pro_3573,307,,3573,test,E,1.54 Kcal,10
mmlu_pro,mmlu_pro_2300,308,,2300,test,A,"Psychologists have developed three basic hypotheses to account for the process of symptom selection: the learning hypothesis, the genetic hypothesis, and the developmental stage hypothesis.",10
mmlu_pro,mmlu_pro_878,309,,878,test,H,"The nephew has a life estate, the niece has a life estate pur autre vie, and the gardener has a vested remainder.",10
mmlu_pro,mmlu_pro_6210,310,,6210,test,C,Erythromycin.,10
mmlu_pro,mmlu_pro_4733,311,,4733,test,H,"5,000 B.P.",10
mmlu_pro,mmlu_pro_9331,312,,9331,test,E,35.8,10
mmlu_pro,mmlu_pro_8544,313,,8544,test,D,"There is a 95% probability that the mean income per family in the school is between $35,095 and $45,005.",10
mmlu_pro,mmlu_pro_6925,314,,6925,test,C,"Unemployment can depress growth by reducing investment and capital accumulation, slowing the introduction of new technology, and leading to a lack of skilled personnel.",4
mmlu_pro,mmlu_pro_5496,315,,5496,test,B,Enabling,10
mmlu_pro,mmlu_pro_4065,316,,4065,test,G,"Second order, rate = k[OH^-][CH_3COOCH_2CH_3]",10
mmlu_pro,mmlu_pro_769,317,,769,test,J,660,10
mmlu_pro,mmlu_pro_7787,318,,7787,test,C,"Yes, with p=3.",10
mmlu_pro,mmlu_pro_2348,319,,2348,test,E,cooperate with the Committee's request by sending it the information you believe to be relevant to the case after confirming that the client has signed a release.,8
mmlu_pro,mmlu_pro_1581,320,,1581,test,J,"No, because the insurance adjuster's statements did not cause the pedestrian any monetary loss.",10
mmlu_pro,mmlu_pro_215,321,,215,test,A,$18.109375 per share,10
mmlu_pro,mmlu_pro_8962,322,,8962,test,G,2,10
mmlu_pro,mmlu_pro_3458,323,,3458,test,I,Restriction enzymes are nucleases that recognize very specific sequences of DNA and can cut a double-stranded molecule of DNA at these recognition sites.,10
mmlu_pro,mmlu_pro_5442,324,,5442,test,G,35%,10
mmlu_pro,mmlu_pro_4383,325,,4383,test,F,108.2 g / equiv.,10
mmlu_pro,mmlu_pro_11951,326,,11951,test,C,"2935.2 Btu/hr-ft^2-°F, 2642.3 Btu/hr-ft^2-°F, 2751.6 Btu/hr-ft^2-°F",10
mmlu_pro,mmlu_pro_2380,327,,2380,test,F,emic,10
mmlu_pro,mmlu_pro_6944,328,,6944,test,A,The bank will lose an equivalent amount of reserve balances with the Federal Reserve,10
mmlu_pro,mmlu_pro_3309,329,,3309,test,D,The female bacterium becomes a male by receiving one copy of the F factor.,10
mmlu_pro,mmlu_pro_4377,330,,4377,test,J,O_2 volume is 25 liters and CO_2 volume is 50 liters,10
mmlu_pro,mmlu_pro_1334,331,,1334,test,C,"the boy loses, because he did not act with the amount of care that one would expect from a 12-year-old child.",9
mmlu_pro,mmlu_pro_8532,332,,8532,test,H,11.58 m/s,10
mmlu_pro,mmlu_pro_12148,333,,12148,test,C,"Diameter: 1.71 ft, Head: 46.8 ft",10
mmlu_pro,mmlu_pro_2274,334,,2274,test,F,"in the later stages, each partner's behavior has become more predictable.",9
mmlu_pro,mmlu_pro_135,335,,135,test,I,10.75,10
mmlu_pro,mmlu_pro_5710,336,,5710,test,E,10.4 percent,10
mmlu_pro,mmlu_pro_805,337,,805,test,B,"x = $75, y = $20",10
mmlu_pro,mmlu_pro_2016,338,,2016,test,C,pressure receptors,10
mmlu_pro,mmlu_pro_5999,339,,5999,test,F,Improved birth control methods,9
mmlu_pro,mmlu_pro_10631,340,,10631,test,D,"True, True",10
mmlu_pro,mmlu_pro_5977,341,,5977,test,B,A chain of coastal volcanic mountains,8
mmlu_pro,mmlu_pro_9695,342,,9695,test,A,15%,10
mmlu_pro,mmlu_pro_10268,343,,10268,test,A,0.955,10
mmlu_pro,mmlu_pro_8297,344,,8297,test,A,-0.375,10
mmlu_pro,mmlu_pro_11518,345,,11518,test,D,14 m/s,10
mmlu_pro,mmlu_pro_6087,346,,6087,test,D,No variation with posture,10
mmlu_pro,mmlu_pro_828,347,,828,test,B,Opinion leaders.,10
mmlu_pro,mmlu_pro_11044,348,,11044,test,D,none of the above,4
mmlu_pro,mmlu_pro_8977,349,,8977,test,J,"From the list of all customers who joined in the last 12 months, classify customers by the state in which they live, then choose 3% of the customers from each state.",10
mmlu_pro,mmlu_pro_6492,350,,6492,test,F,Amputation,9
mmlu_pro,mmlu_pro_3015,351,,3015,test,I,"frequency L^M = .785, frequency L^N = .215",10
mmlu_pro,mmlu_pro_721,352,,721,test,F,"3.06% = 30.6 mills per dollar, 6.85% = 68.5 mills per dollar",10
mmlu_pro,mmlu_pro_10155,353,,10155,test,H,proportional to R^(3/2),10
mmlu_pro,mmlu_pro_1289,354,,1289,test,C,"Separated law from religion, ethics, sociology and history",4
mmlu_pro,mmlu_pro_12001,355,,12001,test,C,"a) 186 V, b) 106.5 V",10
mmlu_pro,mmlu_pro_5847,356,,5847,test,C,Nonaudit services to perform financial information systems design and implementation.,8
mmlu_pro,mmlu_pro_9725,357,,9725,test,F,(1/3) AU,10
mmlu_pro,mmlu_pro_5152,358,,5152,test,E,There is no specific referent point.,10
mmlu_pro,mmlu_pro_5663,359,,5663,test,G,"A culture characterized by rivalry, which has dominated since the beginning of the modern system of states and in which actors regard each other as rivals but exercise some restraint in violence.",10
mmlu_pro,mmlu_pro_7071,360,,7071,test,F,Regressive,10
mmlu_pro,mmlu_pro_4801,361,,4801,test,C,Korea remains divided into two nations near the 38th parallel.,10
mmlu_pro,mmlu_pro_1694,362,,1694,test,I,overrule objection because the butler's testimony would qualify under the pedigree exception to the hearsay rule.,10
mmlu_pro,mmlu_pro_7448,363,,7448,test,J,"(i), (ii), and (iii) only",10
mmlu_pro,mmlu_pro_12022,364,,12022,test,E,"62,500 psi",10
mmlu_pro,mmlu_pro_9916,365,,9916,test,C,"0.04 volt, 0.002 amperes, 0.00025 coulomb",10
mmlu_pro,mmlu_pro_7022,366,,7022,test,J,"Apparent unemployment is when a worker is involuntarily out of work, while disguised unemployment or underemployment is when the worker may have a job but is not employed to the limits of his capability.",10
mmlu_pro,mmlu_pro_2992,367,,2992,test,G,an individual's phenotype,10
mmlu_pro,mmlu_pro_482,368,,482,test,C,"$8,514",10
mmlu_pro,mmlu_pro_11242,369,,11242,test,F,Waraqah,10
mmlu_pro,mmlu_pro_6662,370,,6662,test,J,In the upper wall of the right atrium,10
mmlu_pro,mmlu_pro_8882,371,,8882,test,A,We are 95% confident that the average donation in November is between about $149 and $161.,10
mmlu_pro,mmlu_pro_153,372,,153,test,I,Compounded quarterly,10
mmlu_pro,mmlu_pro_5854,373,,5854,test,A,mental map.,8
mmlu_pro,mmlu_pro_7620,374,,7620,test,G,A method of production is technically efficient if there is no other method that maintains the same level of output using less of one factor input without increasing another.,10
mmlu_pro,mmlu_pro_8370,375,,8370,test,G,the open first quadrant,10
mmlu_pro,mmlu_pro_1927,376,,1927,test,D,"not prevail, unless he is able to prove malice on the defendant's part.",10
mmlu_pro,mmlu_pro_705,377,,705,test,F,$22.72,10
mmlu_pro,mmlu_pro_3738,378,,3738,test,G,+65.49$\mathrm{kJ} \mathrm{mol}^{-1}$,10
mmlu_pro,mmlu_pro_2248,379,,2248,test,H,Autonomic conditioning refers to the operant conditioning of autonomic responses such as heart rate and intestinal contractions.,8
mmlu_pro,mmlu_pro_291,380,,291,test,C,Cost = 1200 + 1.5 X,10
mmlu_pro,mmlu_pro_1624,381,,1624,test,E,"No, because even without negligence there is strict liability imposed for selling an unreasonably dangerous product.",10
mmlu_pro,mmlu_pro_8537,382,,8537,test,B,$144$,10
mmlu_pro,mmlu_pro_3207,383,,3207,test,G,Introns are removed and both a 5′ cap and a poly-A tail are added before the preRNA leaves the nucleus.,10
mmlu_pro,mmlu_pro_7274,384,,7274,test,A,"Inefficient satisfaction of consumers' desires, emphasis on physical output obscuring quality and cost, resistance to superior technologies due to higher production quotas",8
mmlu_pro,mmlu_pro_9359,385,,9359,test,B,Mass 5kg weight 25N,10
mmlu_pro,mmlu_pro_3023,386,,3023,test,F,48 percent,10
mmlu_pro,mmlu_pro_4439,387,,4439,test,I,reduced mass,10
mmlu_pro,mmlu_pro_9182,388,,9182,test,F,"43,000 calories",10
mmlu_pro,mmlu_pro_10315,389,,10315,test,H,75 g block of ice floating in water at 0°C,10
mmlu_pro,mmlu_pro_8586,390,,8586,test,A,240,10
mmlu_pro,mmlu_pro_1336,391,,1336,test,J,the security guard was not employed by an agency of the government.,10
mmlu_pro,mmlu_pro_2272,392,,2272,test,E,uninvited in-person solicitations for therapy of hurricane victims that destroyed their homes,9
mmlu_pro,mmlu_pro_7203,393,,7203,test,G,A time period over which every input in the production process may be considered variable,10
mmlu_pro,mmlu_pro_4385,394,,4385,test,I,"9.21 Kcal/mole, 91.17 Kcal/mole",10
mmlu_pro,mmlu_pro_11236,395,,11236,test,E,a prescription of how we should treat humans.,10
mmlu_pro,mmlu_pro_4490,396,,4490,test,C,5.0 cm,10
mmlu_pro,mmlu_pro_6999,397,,6999,test,A,Product differentiation and loss of perfect substitutability,10
mmlu_pro,mmlu_pro_9905,398,,9905,test,E,7.9 × 10^3 cal,10
mmlu_pro,mmlu_pro_11686,399,,11686,test,J,1.50 × 10^7t - 2.23 sin (2\pi × 10^6t) m,10
mmlu_pro,mmlu_pro_9283,400,,9283,test,G,21 cm,10
mmlu_pro,mmlu_pro_121,401,,121,test,F,61.5,10
mmlu_pro,mmlu_pro_5337,402,,5337,test,A,red and yellow,10
mmlu_pro,mmlu_pro_8873,403,,8873,test,D,"True, True",4
mmlu_pro,mmlu_pro_5070,404,,5070,test,B,State and federal governments working on the same issue,10
mmlu_pro,mmlu_pro_1224,405,,1224,test,A,the co-worker and the student as tenants in common.,10
mmlu_pro,mmlu_pro_6477,406,,6477,test,C,Low density lipoprotein receptor,10
mmlu_pro,mmlu_pro_6459,407,,6459,test,I,Belmont Report,10
mmlu_pro,mmlu_pro_8308,408,,8308,test,C,35,10
mmlu_pro,mmlu_pro_888,409,,888,test,A,"On the one hand, naturalism is based on a set of rules that are of universal and objective scope and on the other hand, positivism is based on a structured and coherent legal system that is created by States in light of their interests and desires",4
mmlu_pro,mmlu_pro_6998,410,,6998,test,H,"$60,000",10
mmlu_pro,mmlu_pro_8434,411,,8434,test,J,$15.757$,10
mmlu_pro,mmlu_pro_11442,412,,11442,test,A,"89,368.79 kJ",10
mmlu_pro,mmlu_pro_9756,413,,9756,test,D,2.69 inches,10
mmlu_pro,mmlu_pro_8385,414,,8385,test,D,3.82,10
mmlu_pro,mmlu_pro_2111,415,,2111,test,A,Both endogenous (biological) and environmental factors are recognized as essential in human development.,10
mmlu_pro,mmlu_pro_1217,416,,1217,test,E,"The landlord, because he gave proper notice to terminate the tenancy.",9
mmlu_pro,mmlu_pro_8644,417,,8644,test,E,1000 $\Omega$,10
mmlu_pro,mmlu_pro_9506,418,,9506,test,G,"32,000 candles",10
mmlu_pro,mmlu_pro_1855,419,,1855,test,H,"burglary, robbery, and murder.",10
mmlu_pro,mmlu_pro_9312,420,,9312,test,B,density,10
mmlu_pro,mmlu_pro_11191,421,,11191,test,D,(∃x)[(Cx • Px) • (∃y)(Ay • Nxy)],9
mmlu_pro,mmlu_pro_1661,422,,1661,test,A,The risk must emanate from a state agent,4
mmlu_pro,mmlu_pro_5006,423,,5006,test,D,craniometrics is an unreliable method of tracking populations.,9
mmlu_pro,mmlu_pro_402,424,,402,test,A,"Cost of goods sold: $15,070, Gross profit: $11,730",10
mmlu_pro,mmlu_pro_11791,425,,11791,test,E,3.74 hp,10
mmlu_pro,mmlu_pro_2541,426,,2541,test,B,Acts as a messenger and directs some simple actions independently,10
mmlu_pro,mmlu_pro_1831,427,,1831,test,J,Fifteenth Amendment.,10
mmlu_pro,mmlu_pro_11511,428,,11511,test,C,"15,500atm",10
mmlu_pro,mmlu_pro_5116,429,,5116,test,A,Increasing the reliability of financial reporting and compliance with applicable laws and regulations.,9
mmlu_pro,mmlu_pro_5071,430,,5071,test,D,"With the expansion of TNC in the 1990s, states became increasingly willing to take measures to reduce the asymmetries between countries through harmonization of legislation and increasing police capacity and networking. The government response to transnational crime has focused on targeting the individuals and organizations perpetrating the crime, rather than the criminal markets themselves.",7
mmlu_pro,mmlu_pro_983,431,,983,test,G,assign the burden of proving the validity of the authenticating requirement to thestate.,10
mmlu_pro,mmlu_pro_10232,432,,10232,test,H,8 m/s,10
mmlu_pro,mmlu_pro_10322,433,,10322,test,A,35.5A,10
mmlu_pro,mmlu_pro_4735,434,,4735,test,D,Alaska.,4
mmlu_pro,mmlu_pro_9502,435,,9502,test,B,1.5 ohms,10
mmlu_pro,mmlu_pro_3646,436,,3646,test,C,7 $10^{-25} \mathrm{~J}$,10
mmlu_pro,mmlu_pro_6829,437,,6829,test,I,the United States to be a net exporter of copper.,10
mmlu_pro,mmlu_pro_5344,438,,5344,test,C,Single.,10
mmlu_pro,mmlu_pro_8015,439,,8015,test,D,20 bars of soap for $45.00,10
mmlu_pro,mmlu_pro_6880,440,,6880,test,D,$175 billion and $350 billion,10
mmlu_pro,mmlu_pro_6954,441,,6954,test,I,"land, labor and capital",10
mmlu_pro,mmlu_pro_9061,442,,9061,test,C,-131.1 $\mathrm{~kJ} \mathrm{~mol}^{-1}$,10
mmlu_pro,mmlu_pro_8617,443,,8617,test,I,"[3, 1]",10
mmlu_pro,mmlu_pro_8343,444,,8343,test,A,The sample proportion of students at this university with the correct address on record is within the confidence interval.,10
mmlu_pro,mmlu_pro_3557,445,,3557,test,D,$4.2 \times 10^2$ $\mathrm{J}$,10
mmlu_pro,mmlu_pro_5836,446,,5836,test,G,Nonsampling risk can arise because an auditor failed to recognize misstatements.,7
mmlu_pro,mmlu_pro_9489,447,,9489,test,C,1.27$10^6$,10
mmlu_pro,mmlu_pro_12129,448,,12129,test,I,Row number on periodic table.,10
mmlu_pro,mmlu_pro_9050,449,,9050,test,G,600 nm,10
mmlu_pro,mmlu_pro_11455,450,,11455,test,E,"0.47 ft, 0.0102 ft, 1.92 × 10^-3",10
mmlu_pro,mmlu_pro_6589,451,,6589,test,A,Myosin-actin detachment,10
mmlu_pro,mmlu_pro_2384,452,,2384,test,G,a change in attribution with the realization that one can sometimes succeed,9
mmlu_pro,mmlu_pro_11475,453,,11475,test,C,164.8MPa,10
mmlu_pro,mmlu_pro_4866,454,,4866,test,E,Harappan seals have been found in Mesopotamia and Mesopotamian cylinder seals have been found in the Indus valley.,8
mmlu_pro,mmlu_pro_1083,455,,1083,test,A,"The plaintiff must demonstrate that there is no rational relationship between the ordinance and any legitimate state interest, because the ordinance regulates economic activity of a type normally presumed to be within state regulatory authority.",10
mmlu_pro,mmlu_pro_10530,456,,10530,test,C,"True, False",4
mmlu_pro,mmlu_pro_11570,457,,11570,test,C,y(x) = c_1y_1(x) + c_2y_2(x),10
mmlu_pro,mmlu_pro_10326,458,,10326,test,B,"The block, because it does not gain rotational kinetic energy, but the sphere does",10
mmlu_pro,mmlu_pro_3303,459,,3303,test,J,Dormancy is a special condition of rest which enables an embryo to survive long periods of un-favorable environmental conditions. The termination of dormancy and the germination of a seed require very precise combinations of environmental cues.,10
mmlu_pro,mmlu_pro_8876,460,,8876,test,E,"True, False",10
mmlu_pro,mmlu_pro_3685,461,,3685,test,A,62,10
mmlu_pro,mmlu_pro_5251,462,,5251,test,E,parquetry,10
mmlu_pro,mmlu_pro_10365,463,,10365,test,J,"False, True",10
mmlu_pro,mmlu_pro_4085,464,,4085,test,F,MgO,10
mmlu_pro,mmlu_pro_10001,465,,10001,test,F,$0.32$$\mu C$,10
mmlu_pro,mmlu_pro_3792,466,,3792,test,I,1.571 × 10^-3,10
mmlu_pro,mmlu_pro_11863,467,,11863,test,H,3/8,10
mmlu_pro,mmlu_pro_11643,468,,11643,test,G,"Exit pressure: 375kPaabs, Exit temperature: 291.7K, Flowrate: 0.735 kg/sec",10
mmlu_pro,mmlu_pro_4118,469,,4118,test,E,"H_2SO_4, P(OH)_3, 4 Cl_2",10
mmlu_pro,mmlu_pro_6616,470,,6616,test,D,indirect myofascial release,10
mmlu_pro,mmlu_pro_3704,471,,3704,test,F,"\DeltaH = 21.3 kcal, \DeltaE = 20.7 kcal",10
mmlu_pro,mmlu_pro_913,472,,913,test,E,"No, because when they passed the statute appropriating monies for the operation of executive agencies, members of Congress assumed that those agencies' offices would be open five days per week.",10
mmlu_pro,mmlu_pro_8559,473,,8559,test,B,−45,10
mmlu_pro,mmlu_pro_1445,474,,1445,test,D,"No, because it is more extensive than necessary to serve the government interest in preventing certain cancers.",10
mmlu_pro,mmlu_pro_11018,475,,11018,test,H,pleasure and the absence of pain.,10
mmlu_pro,mmlu_pro_957,476,,957,test,G,"Because of a recent hand injury, the artist did not have sufficient time to produce a portrait of a quality satisfactory to the man.",9
mmlu_pro,mmlu_pro_411,477,,411,test,B,1.84%,10
mmlu_pro,mmlu_pro_452,478,,452,test,B,"22 ft, 575.12 pints, 110 pounds",10
mmlu_pro,mmlu_pro_3724,479,,3724,test,F,Transition metals will lose their outermost s-block electrons when forming bonds.,10
mmlu_pro,mmlu_pro_10140,480,,10140,test,H,8,10
mmlu_pro,mmlu_pro_6989,481,,6989,test,A,They are not theoretically motivated,4
mmlu_pro,mmlu_pro_8855,482,,8855,test,A,0.5,10
mmlu_pro,mmlu_pro_8740,483,,8740,test,F,"[3, 4, 5, 6, 8, 10, 12, 15, 16, 17, 20]",10
mmlu_pro,mmlu_pro_5601,484,,5601,test,H,68%,10
mmlu_pro,mmlu_pro_9734,485,,9734,test,B,red and green.,10
mmlu_pro,mmlu_pro_12151,486,,12151,test,H,106.125 volts across 275 lamps and 112.375 volts across 225 lamps,10
mmlu_pro,mmlu_pro_4236,487,,4236,test,G,"3.57, 4.07, 13.512",10
mmlu_pro,mmlu_pro_499,488,,499,test,F,Individual branding.,10
mmlu_pro,mmlu_pro_2652,489,,2652,test,B,correlations among individual test items,10
mmlu_pro,mmlu_pro_1643,490,,1643,test,G,Move for relief from the judgment on the ground that the plaintiff committed a fraud in obtaining damages for permanent injuries.,10
mmlu_pro,mmlu_pro_8887,491,,8887,test,I,8,10
mmlu_pro,mmlu_pro_3791,492,,3791,test,F,2,10
mmlu_pro,mmlu_pro_11981,493,,11981,test,B,- 5.1eu,10
mmlu_pro,mmlu_pro_3918,494,,3918,test,F,32.39 cm,10
mmlu_pro,mmlu_pro_6505,495,,6505,test,A,Inactivation of cellular p53,4
mmlu_pro,mmlu_pro_7148,496,,7148,test,G,supply creates its own demand,10
mmlu_pro,mmlu_pro_6495,497,,6495,test,B,The patient's perception that the physician is uncaring,4
mmlu_pro,mmlu_pro_7075,498,,7075,test,F,"Drop in pay of $2.50, Marginal tax rate of 125%",10
mmlu_pro,mmlu_pro_7053,499,,7053,test,G,the supply curve will shift to the right.,10
